pagina,numero_token_originali,numero_nodi_grafo,numero_archi_grafo,gradi_dei_nodi,coefficiente_clustering_medio,lunghezza_media_cammino_minimo
79,250,250,251,"[1, 7, 7, 1, 0, 0, 0, 0, 2, 6, 0, 0, 0, 14, 0, 4, 1, 0, 4, 3, 0, 14, 1, 14, 0, 4, 2, 0, 2, 1, 1, 3, 2, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 6, 0, 14, 0, 14, 0, 1, 1, 0, 1, 7, 0, 0, 1, 1, 7, 0, 14, 0, 2, 1, 0, 2, 0, 0, 2, 3, 3, 4, 0, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 2, 6, 0, 0, 0, 1, 1, 1, 1, 2, 0, 14, 0, 14, 7, 1, 14, 0, 6, 0, 0, 3, 3, 1, 0, 7, 1, 3, 0, 0, 4, 2, 1, 0, 1, 1, 6, 1, 7, 1, 1, 0, 0, 0, 0, 6, 3, 1, 2, 1, 3, 4, 0, 4, 0, 14, 0, 2, 1, 0, 0, 1, 0, 0, 7, 0, 0, 0, 14, 0, 0, 0, 0, 1, 1, 1, 1, 1, 2, 1, 1, 14, 0, 2, 0, 0, 3, 3, 3, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 14, 0, 2, 2, 0, 3, 3, 0, 2, 1, 2, 0, 1, 0, 1, 1, 0, 6, 4, 1, 0, 0, 4, 2, 0, 0, 14, 0, 1, 2, 1, 0, 0, 0, 1, 0, 14, 3, 0, 0, 0, 0]",0.308,1.0
80,286,286,410,"[0, 0, 4, 0, 14, 4, 0, 0, 1, 2, 1, 6, 1, 4, 3, 1, 0, 0, 14, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 4, 11, 0, 0, 14, 1, 1, 0, 14, 4, 0, 0, 0, 0, 0, 0, 10, 0, 4, 4, 0, 0, 4, 0, 0, 0, 2, 1, 8, 14, 4, 0, 11, 2, 0, 0, 0, 2, 14, 0, 7, 0, 1, 0, 4, 1, 0, 3, 0, 1, 6, 3, 0, 2, 3, 0, 0, 0, 10, 0, 14, 7, 1, 0, 8, 1, 10, 0, 0, 1, 14, 0, 1, 8, 0, 14, 7, 10, 4, 0, 1, 1, 1, 1, 8, 1, 1, 1, 0, 1, 0, 0, 8, 0, 1, 10, 2, 6, 4, 11, 0, 8, 10, 2, 1, 0, 1, 0, 0, 14, 0, 8, 0, 1, 2, 2, 0, 2, 6, 0, 0, 8, 0, 0, 1, 0, 14, 0, 1, 0, 0, 0, 1, 4, 0, 0, 0, 1, 1, 1, 0, 10, 1, 1, 3, 4, 11, 6, 4, 3, 0, 1, 0, 1, 0, 6, 0, 1, 0, 0, 0, 1, 0, 0, 0, 14, 14, 0, 14, 14, 1, 10, 0, 0, 2, 0, 6, 0, 0, 0, 0, 0, 0, 6, 14, 1, 2, 6, 0, 0, 1, 0, 0, 8, 0, 1, 2, 4, 8, 1, 0, 0, 14, 1, 0, 11, 14, 1, 8, 0, 14, 0, 14, 0, 14, 0, 10, 1, 0, 0, 0, 0, 0, 3, 10, 1, 0, 6, 0, 0, 2, 0, 1, 1, 6, 0, 0, 1, 2, 0, 0, 1, 0, 0, 14, 0, 0, 2, 0, 10, 0, 0, 2, 0, 0, 0, 0]",0.3487077025538564,1.0
81,274,274,261,"[4, 1, 11, 0, 3, 1, 1, 1, 1, 1, 0, 0, 2, 0, 1, 1, 0, 2, 0, 2, 0, 0, 5, 0, 0, 0, 1, 1, 4, 0, 2, 0, 0, 4, 0, 4, 7, 1, 2, 4, 0, 0, 0, 9, 1, 0, 0, 0, 1, 5, 0, 0, 0, 0, 7, 5, 4, 2, 8, 0, 1, 7, 3, 0, 11, 1, 1, 1, 0, 0, 2, 2, 3, 0, 0, 2, 1, 1, 5, 1, 4, 0, 0, 3, 0, 0, 1, 0, 0, 0, 4, 0, 1, 3, 1, 0, 11, 0, 4, 0, 1, 0, 0, 2, 0, 11, 0, 9, 0, 0, 1, 2, 1, 2, 0, 0, 0, 1, 4, 1, 6, 0, 9, 0, 0, 9, 0, 7, 2, 0, 0, 9, 1, 11, 1, 0, 3, 1, 1, 1, 1, 1, 1, 3, 11, 0, 9, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 5, 1, 4, 0, 0, 1, 0, 1, 0, 11, 0, 11, 2, 1, 1, 11, 2, 1, 7, 1, 2, 2, 1, 2, 2, 11, 1, 2, 9, 2, 2, 1, 5, 0, 4, 0, 0, 1, 0, 1, 0, 1, 2, 0, 2, 1, 0, 0, 2, 0, 1, 0, 0, 1, 0, 0, 4, 4, 1, 3, 2, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 1, 2, 0, 0, 4, 2, 1, 0, 9, 0, 0, 0, 11, 0, 11, 0, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 7, 1, 2, 0, 0, 0, 0, 0, 9, 4, 0, 0, 0, 0]",0.32525199860966286,1.0
82,274,274,298,"[0, 0, 3, 0, 4, 6, 0, 4, 0, 0, 1, 0, 3, 2, 1, 0, 11, 3, 4, 0, 1, 0, 0, 0, 2, 0, 0, 2, 2, 2, 24, 1, 2, 24, 4, 4, 1, 12, 3, 3, 2, 11, 3, 6, 0, 1, 2, 0, 6, 0, 6, 1, 1, 1, 0, 2, 2, 1, 1, 1, 1, 11, 1, 2, 1, 1, 0, 0, 12, 0, 2, 2, 2, 2, 2, 1, 11, 12, 0, 11, 1, 2, 2, 2, 3, 2, 3, 4, 2, 3, 1, 0, 0, 0, 0, 0, 0, 6, 1, 0, 1, 8, 0, 2, 0, 2, 1, 2, 0, 3, 1, 0, 1, 0, 3, 0, 3, 1, 2, 2, 0, 2, 11, 0, 0, 8, 1, 1, 0, 0, 11, 0, 0, 1, 6, 1, 1, 1, 3, 0, 2, 2, 0, 1, 2, 0, 1, 3, 0, 2, 0, 0, 0, 3, 0, 0, 3, 11, 2, 0, 2, 0, 1, 0, 0, 2, 2, 2, 1, 0, 0, 1, 0, 0, 2, 0, 4, 0, 0, 1, 7, 1, 1, 0, 4, 0, 12, 0, 9, 0, 6, 0, 4, 1, 0, 4, 0, 0, 0, 0, 2, 0, 1, 0, 1, 6, 0, 0, 0, 2, 3, 2, 2, 0, 1, 2, 0, 11, 0, 0, 6, 0, 0, 0, 3, 6, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 3, 6, 1, 12, 0, 2, 0, 0, 0, 0, 1, 6, 11, 0, 0, 6, 6, 0, 0, 6, 0, 6, 0, 0, 1, 0, 6, 3, 2, 0, 0, 0, 0]",0.38189694927238566,2.128342245989305
83,263,263,228,"[5, 3, 3, 0, 3, 0, 0, 1, 2, 0, 0, 2, 0, 13, 0, 0, 1, 0, 2, 4, 2, 2, 4, 1, 0, 1, 0, 5, 1, 1, 0, 2, 0, 0, 0, 13, 1, 1, 0, 3, 0, 0, 4, 1, 0, 3, 0, 4, 1, 3, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 3, 0, 3, 0, 4, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 2, 13, 1, 1, 3, 0, 3, 5, 1, 4, 0, 13, 0, 0, 2, 0, 2, 0, 3, 1, 4, 0, 13, 1, 0, 0, 0, 1, 0, 1, 0, 0, 13, 1, 0, 1, 2, 0, 0, 0, 0, 0, 13, 0, 1, 0, 1, 3, 1, 3, 0, 1, 0, 1, 2, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 13, 5, 0, 0, 1, 0, 0, 1, 4, 0, 0, 0, 3, 0, 1, 4, 0, 2, 1, 2, 3, 1, 4, 0, 13, 1, 3, 0, 13, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 13, 1, 0, 5, 3, 0, 3, 0, 4, 0, 0, 1, 0, 0, 3, 4, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 5, 4, 0, 3, 0, 13, 2, 4, 0, 1, 1, 0, 3, 0, 0, 3, 0, 3, 3, 0, 5, 0, 13, 1, 0, 3, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 13, 4, 0, 0, 0, 0]",0.31013941698352343,1.0
84,254,254,295,"[0, 0, 3, 0, 5, 4, 0, 8, 0, 0, 0, 0, 3, 8, 2, 4, 1, 12, 1, 0, 0, 12, 1, 2, 0, 4, 0, 7, 0, 0, 0, 1, 0, 0, 4, 1, 3, 0, 3, 0, 0, 1, 2, 1, 4, 2, 4, 12, 0, 0, 0, 1, 1, 5, 12, 0, 1, 0, 1, 2, 0, 0, 5, 8, 4, 4, 0, 5, 0, 0, 9, 1, 6, 2, 0, 1, 3, 2, 0, 4, 0, 0, 4, 0, 0, 4, 0, 3, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 4, 4, 4, 1, 6, 0, 3, 3, 0, 0, 0, 0, 0, 0, 1, 4, 8, 1, 1, 3, 1, 14, 2, 0, 1, 9, 1, 0, 0, 1, 1, 3, 0, 0, 7, 2, 9, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 2, 4, 1, 0, 7, 3, 1, 2, 1, 2, 1, 4, 8, 0, 0, 0, 4, 9, 2, 6, 14, 1, 5, 1, 0, 3, 0, 0, 12, 0, 1, 0, 0, 8, 0, 0, 7, 2, 1, 1, 5, 0, 3, 0, 0, 0, 8, 4, 0, 0, 1, 4, 4, 12, 1, 4, 1, 3, 2, 0, 0, 0, 0, 8, 0, 4, 0, 2, 4, 12, 2, 3, 2, 0, 5, 0, 0, 4, 8, 4, 0, 1, 0, 14, 2, 0, 3, 2, 0, 1, 0, 14, 2, 0, 0, 0, 1, 1, 0, 4, 14, 1, 0, 0, 0, 0]",0.39205715544298225,1.2666666666666666
85,271,271,295,"[0, 7, 0, 4, 9, 0, 2, 1, 0, 0, 1, 8, 0, 7, 0, 2, 0, 8, 0, 1, 1, 4, 0, 5, 0, 1, 1, 0, 0, 0, 0, 0, 0, 8, 1, 0, 1, 5, 6, 1, 3, 5, 6, 1, 3, 0, 7, 4, 0, 1, 1, 0, 0, 2, 5, 0, 0, 0, 2, 5, 0, 4, 0, 1, 0, 7, 8, 0, 1, 5, 4, 3, 1, 0, 6, 0, 3, 1, 0, 1, 5, 0, 0, 0, 0, 2, 1, 0, 0, 2, 1, 9, 0, 2, 0, 1, 9, 4, 0, 2, 4, 0, 1, 1, 0, 6, 0, 16, 4, 0, 6, 1, 0, 0, 2, 0, 0, 7, 0, 5, 0, 0, 9, 2, 0, 0, 1, 5, 6, 1, 2, 2, 0, 9, 5, 0, 7, 0, 2, 0, 7, 0, 0, 0, 1, 0, 8, 0, 0, 7, 0, 0, 7, 4, 0, 9, 7, 4, 1, 0, 5, 7, 4, 5, 4, 3, 3, 1, 0, 0, 1, 0, 9, 0, 0, 1, 1, 0, 0, 7, 0, 0, 4, 2, 1, 1, 0, 0, 0, 0, 0, 9, 2, 8, 1, 0, 0, 1, 2, 8, 0, 9, 7, 0, 0, 1, 4, 5, 2, 1, 1, 0, 0, 6, 0, 3, 4, 0, 0, 7, 0, 5, 0, 5, 0, 8, 0, 0, 4, 4, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 2, 7, 0, 2, 8, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 5, 2, 2, 3, 0, 0, 0, 0, 7, 4, 0, 0, 0, 0]",0.37890528905289056,2.1857142857142855
86,27,27,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,0.0
87,269,269,256,"[3, 0, 0, 3, 0, 0, 0, 0, 4, 0, 3, 0, 0, 0, 12, 1, 3, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 2, 2, 0, 1, 1, 0, 0, 6, 2, 12, 1, 0, 0, 1, 1, 1, 1, 12, 2, 2, 1, 5, 0, 0, 12, 1, 0, 1, 3, 3, 0, 2, 2, 2, 1, 12, 1, 4, 1, 2, 0, 4, 1, 3, 0, 1, 1, 3, 1, 0, 12, 0, 2, 3, 1, 0, 3, 3, 0, 12, 0, 0, 0, 4, 0, 0, 2, 0, 2, 1, 0, 1, 0, 0, 6, 1, 0, 12, 0, 0, 0, 1, 0, 6, 0, 2, 1, 0, 6, 0, 3, 1, 1, 3, 5, 0, 3, 5, 0, 4, 3, 0, 0, 0, 1, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 2, 2, 6, 1, 3, 0, 6, 1, 0, 2, 0, 3, 1, 6, 1, 0, 6, 2, 0, 0, 0, 2, 3, 0, 2, 6, 3, 0, 0, 0, 2, 1, 4, 2, 3, 0, 2, 12, 0, 12, 0, 3, 4, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 5, 0, 0, 1, 3, 0, 0, 2, 0, 1, 0, 0, 0, 4, 0, 0, 2, 0, 6, 1, 2, 0, 0, 12, 0, 4, 0, 1, 6, 2, 5, 0, 1, 1, 2, 3, 0, 1, 3, 0, 0, 1, 1, 3, 1, 3, 0, 1, 1, 12, 0, 0, 1, 1, 1, 6, 4, 2, 6, 0, 0, 3, 0, 12, 3, 0, 0, 0, 0]",0.37769516728624536,1.0
88,273,273,272,"[0, 0, 0, 0, 4, 1, 0, 4, 1, 0, 0, 0, 2, 0, 2, 2, 2, 1, 0, 2, 3, 9, 0, 2, 2, 0, 4, 0, 4, 4, 4, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 7, 0, 1, 1, 6, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2, 7, 3, 3, 0, 0, 6, 0, 0, 1, 1, 6, 0, 0, 1, 1, 3, 0, 2, 6, 0, 13, 1, 3, 3, 0, 0, 6, 0, 1, 0, 0, 2, 7, 2, 2, 7, 6, 0, 0, 3, 13, 2, 13, 0, 0, 2, 0, 0, 0, 2, 3, 3, 0, 0, 2, 0, 0, 1, 1, 2, 0, 13, 0, 4, 0, 3, 2, 2, 0, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 3, 13, 0, 0, 3, 0, 0, 0, 0, 4, 0, 7, 0, 2, 0, 6, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 2, 0, 0, 0, 0, 0, 7, 0, 0, 13, 1, 1, 6, 1, 6, 13, 0, 9, 1, 0, 6, 0, 7, 0, 1, 0, 13, 1, 3, 2, 13, 0, 3, 2, 13, 3, 1, 0, 1, 1, 2, 0, 2, 13, 0, 1, 0, 7, 2, 2, 0, 0, 0, 7, 1, 0, 2, 1, 3, 13, 0, 6, 0, 0, 0, 1, 13, 0, 3, 2, 0, 1, 0, 0, 13, 0, 0, 0, 7, 0, 0, 1, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]",0.3645560788417931,1.0
89,283,283,370,"[1, 3, 14, 6, 2, 0, 1, 1, 0, 2, 10, 0, 1, 0, 0, 1, 0, 3, 3, 3, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 3, 3, 14, 8, 1, 14, 3, 1, 0, 2, 5, 1, 2, 0, 0, 10, 0, 0, 0, 0, 4, 1, 2, 2, 0, 0, 0, 0, 0, 0, 3, 0, 4, 2, 0, 2, 0, 0, 3, 1, 0, 0, 3, 3, 0, 1, 0, 5, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 5, 1, 0, 0, 14, 8, 0, 1, 5, 1, 10, 0, 0, 10, 0, 0, 3, 1, 0, 10, 1, 3, 1, 2, 2, 0, 4, 5, 1, 14, 0, 0, 1, 2, 0, 1, 1, 3, 0, 5, 0, 14, 3, 1, 0, 8, 1, 2, 2, 0, 2, 1, 0, 0, 0, 14, 2, 0, 8, 1, 2, 1, 4, 2, 0, 0, 0, 2, 0, 3, 14, 0, 10, 3, 14, 0, 14, 0, 4, 2, 0, 0, 1, 3, 1, 2, 0, 0, 1, 2, 4, 3, 2, 8, 0, 8, 0, 6, 0, 0, 0, 0, 2, 3, 2, 0, 0, 14, 0, 2, 2, 8, 1, 4, 0, 0, 8, 0, 0, 4, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 10, 8, 3, 0, 3, 5, 6, 5, 0, 14, 1, 2, 4, 3, 5, 10, 2, 0, 4, 0, 0, 2, 8, 0, 14, 0, 2, 2, 2, 8, 0, 8, 0, 14, 0, 2, 2, 2, 3, 0, 18, 4, 0, 0, 3, 3, 0, 3, 10, 2, 2, 0, 0, 2, 0, 14, 2, 0, 0, 0, 0]",0.44394014378425106,2.357142857142857
90,284,284,379,"[0, 0, 0, 0, 10, 3, 1, 8, 0, 10, 0, 2, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 10, 2, 10, 4, 13, 0, 0, 5, 0, 5, 6, 2, 2, 0, 10, 0, 1, 0, 0, 13, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 4, 0, 1, 0, 0, 10, 0, 3, 13, 0, 0, 5, 2, 2, 0, 6, 0, 0, 1, 0, 1, 6, 5, 0, 8, 1, 0, 1, 0, 8, 0, 0, 0, 0, 1, 0, 2, 4, 1, 0, 10, 3, 3, 0, 3, 0, 6, 8, 1, 1, 4, 1, 0, 0, 4, 0, 3, 0, 4, 5, 0, 2, 0, 5, 2, 10, 0, 8, 3, 19, 3, 1, 1, 3, 2, 8, 8, 3, 10, 5, 8, 3, 9, 2, 1, 0, 4, 0, 5, 0, 0, 0, 1, 0, 0, 0, 4, 1, 10, 3, 2, 0, 5, 8, 3, 0, 0, 6, 1, 0, 2, 13, 1, 0, 9, 8, 0, 2, 13, 1, 9, 1, 8, 0, 0, 6, 2, 5, 8, 3, 2, 1, 1, 3, 1, 1, 1, 1, 3, 2, 0, 4, 0, 0, 0, 1, 0, 0, 10, 13, 0, 0, 0, 0, 0, 0, 1, 6, 5, 0, 8, 1, 5, 0, 0, 0, 8, 0, 10, 2, 0, 0, 5, 2, 2, 8, 3, 8, 1, 0, 1, 5, 0, 0, 0, 0, 0, 1, 1, 1, 2, 5, 8, 1, 3, 2, 8, 3, 2, 1, 0, 4, 1, 5, 2, 0, 5, 3, 2, 13, 0, 1, 2, 2, 13, 0, 1, 2, 2, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",0.4187299234000494,2.226600985221675
91,249,249,340,"[0, 0, 8, 0, 0, 0, 4, 0, 0, 5, 7, 0, 5, 1, 3, 0, 4, 5, 0, 6, 4, 3, 0, 0, 8, 0, 3, 0, 15, 0, 0, 2, 0, 5, 1, 8, 0, 0, 0, 3, 2, 0, 1, 12, 4, 5, 2, 0, 1, 2, 3, 2, 1, 4, 5, 2, 0, 0, 12, 0, 3, 2, 1, 0, 4, 6, 7, 2, 0, 0, 0, 1, 0, 0, 0, 0, 6, 15, 5, 0, 5, 1, 2, 1, 0, 0, 7, 0, 0, 0, 12, 0, 6, 0, 0, 0, 15, 0, 11, 1, 2, 15, 0, 0, 0, 2, 0, 0, 15, 0, 11, 4, 5, 0, 5, 0, 1, 0, 0, 2, 0, 3, 2, 12, 8, 5, 2, 3, 2, 3, 2, 5, 2, 0, 8, 2, 7, 0, 15, 4, 5, 6, 3, 1, 3, 1, 0, 0, 2, 3, 2, 5, 2, 0, 8, 0, 0, 1, 1, 1, 0, 1, 15, 4, 5, 7, 0, 0, 0, 0, 1, 4, 5, 6, 3, 1, 3, 1, 0, 3, 0, 3, 2, 5, 2, 0, 0, 8, 1, 0, 0, 8, 0, 0, 0, 7, 5, 0, 2, 1, 0, 5, 0, 0, 0, 6, 0, 1, 0, 15, 4, 0, 2, 11, 4, 0, 2, 0, 3, 7, 5, 0, 0, 0, 2, 0, 0, 0, 2, 2, 1, 0, 0, 2, 15, 4, 5, 1, 0, 0, 0, 1, 0, 8, 7, 0, 0, 0, 0]",0.4703002486135016,1.1
92,175,175,106,"[0, 0, 0, 0, 5, 3, 0, 4, 0, 0, 0, 2, 0, 0, 0, 4, 1, 4, 1, 0, 4, 0, 3, 5, 0, 3, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 3, 0, 0, 3, 5, 0, 0, 0, 5, 0, 0, 0, 2, 0, 1, 0, 0, 5, 1, 1, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1, 0, 0, 5, 1, 5, 1, 0, 0, 2, 0, 1, 1, 1, 0, 3, 0, 1, 2, 1, 0, 3, 2, 2, 2, 4, 4, 1, 0, 5, 5, 5, 3, 0, 0, 2, 1, 1, 2, 1, 1, 5, 5, 5, 0, 4, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 2, 0, 4, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 2, 0, 0, 2, 3, 0, 0, 1, 2, 0, 0, 1, 5, 0, 1, 0, 0, 0, 0, 0]",0.28285714285714286,1.0
93,230,230,286,"[6, 0, 0, 2, 7, 1, 0, 7, 0, 23, 1, 7, 1, 2, 6, 0, 1, 6, 0, 0, 0, 0, 0, 5, 0, 3, 0, 1, 0, 10, 0, 10, 0, 5, 0, 2, 0, 0, 0, 8, 0, 0, 0, 0, 10, 0, 0, 0, 0, 5, 0, 0, 1, 0, 1, 2, 6, 0, 0, 6, 6, 0, 6, 1, 0, 0, 10, 0, 2, 3, 2, 0, 0, 10, 1, 3, 0, 10, 2, 1, 0, 0, 1, 0, 2, 0, 6, 1, 3, 0, 3, 6, 3, 10, 4, 0, 0, 0, 3, 1, 1, 0, 23, 2, 2, 7, 0, 1, 0, 5, 0, 3, 3, 6, 0, 10, 3, 0, 7, 0, 6, 3, 3, 1, 3, 1, 0, 3, 3, 1, 0, 2, 0, 0, 6, 0, 3, 2, 6, 0, 1, 2, 5, 1, 0, 2, 3, 0, 0, 3, 6, 0, 7, 0, 3, 0, 10, 2, 2, 2, 5, 2, 5, 5, 2, 10, 1, 6, 1, 0, 2, 0, 2, 0, 2, 1, 7, 0, 3, 2, 6, 2, 6, 0, 0, 0, 0, 1, 10, 0, 1, 2, 6, 0, 3, 1, 3, 1, 1, 0, 2, 0, 0, 10, 4, 1, 0, 0, 1, 0, 0, 1, 6, 0, 0, 0, 10, 3, 10, 2, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0]",0.4263767979552479,2.127016129032258
94,226,226,202,"[0, 0, 3, 0, 7, 0, 0, 0, 4, 3, 2, 0, 5, 3, 2, 5, 0, 3, 4, 3, 0, 0, 0, 0, 0, 0, 5, 2, 3, 0, 4, 4, 0, 0, 0, 0, 4, 3, 0, 4, 6, 0, 2, 4, 3, 0, 4, 3, 0, 0, 2, 1, 2, 6, 1, 2, 0, 0, 2, 7, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 3, 1, 3, 1, 2, 0, 1, 0, 1, 2, 0, 6, 1, 1, 1, 2, 0, 0, 4, 1, 0, 2, 0, 0, 2, 3, 1, 0, 3, 6, 0, 7, 0, 0, 0, 0, 7, 0, 2, 1, 2, 0, 0, 0, 0, 0, 1, 6, 1, 7, 8, 0, 3, 0, 2, 1, 1, 0, 1, 0, 8, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 0, 3, 0, 0, 5, 2, 2, 5, 0, 8, 5, 0, 0, 0, 7, 0, 0, 0, 6, 1, 1, 5, 0, 8, 2, 8, 0, 2, 0, 8, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 8, 0, 1, 0, 6, 0, 1, 0, 2, 2, 1, 0, 8, 5, 1, 4, 1, 0, 0, 4, 0, 7, 1, 6, 1, 2, 1, 0, 0, 0, 1, 4, 2, 0, 0, 0, 1, 4, 2, 0, 8, 0, 0, 0, 0]",0.3884955752212389,1.0
95,240,240,211,"[0, 0, 0, 0, 0, 16, 0, 1, 1, 1, 0, 5, 0, 6, 1, 0, 0, 7, 0, 2, 3, 6, 1, 1, 0, 1, 4, 2, 2, 2, 7, 1, 0, 5, 2, 2, 2, 0, 2, 0, 0, 6, 3, 1, 0, 0, 3, 1, 6, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 6, 1, 0, 0, 2, 0, 0, 3, 6, 3, 0, 0, 0, 0, 1, 6, 0, 0, 7, 0, 3, 3, 1, 4, 0, 3, 1, 1, 0, 0, 1, 7, 3, 2, 3, 1, 6, 4, 1, 2, 5, 6, 1, 3, 1, 0, 1, 0, 4, 4, 2, 4, 0, 0, 0, 0, 3, 6, 3, 0, 7, 0, 0, 0, 0, 2, 1, 0, 0, 0, 4, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 3, 1, 1, 4, 1, 6, 0, 0, 0, 1, 1, 1, 2, 0, 2, 0, 2, 0, 0, 6, 0, 1, 1, 1, 0, 0, 4, 0, 1, 6, 1, 0, 1, 3, 6, 0, 3, 0, 3, 5, 0, 5, 0, 5, 2, 0, 2, 7, 4, 2, 16, 2, 6, 0, 0, 6, 4, 1, 0, 1, 0, 3, 0, 0, 0, 0, 4, 1, 1, 6, 0, 0, 4, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 1, 6, 0, 0, 0, 0]",0.3420138888888889,1.8070175438596492
96,282,282,365,"[0, 0, 0, 0, 9, 7, 7, 0, 1, 1, 0, 9, 3, 0, 0, 0, 0, 4, 0, 10, 0, 10, 0, 1, 7, 1, 0, 3, 0, 0, 0, 0, 9, 2, 2, 0, 1, 0, 2, 3, 5, 7, 0, 9, 0, 8, 5, 2, 3, 5, 8, 3, 1, 0, 5, 5, 1, 5, 8, 2, 10, 0, 9, 1, 5, 8, 1, 10, 0, 9, 0, 5, 3, 0, 0, 1, 0, 0, 0, 0, 1, 10, 1, 5, 3, 2, 0, 1, 0, 0, 2, 0, 0, 4, 0, 0, 0, 5, 0, 7, 0, 0, 1, 1, 5, 0, 0, 0, 9, 0, 3, 0, 0, 8, 3, 1, 3, 1, 0, 9, 0, 2, 2, 0, 0, 0, 2, 1, 5, 0, 0, 0, 4, 1, 10, 0, 0, 1, 0, 8, 1, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 9, 2, 3, 0, 9, 1, 0, 9, 1, 1, 0, 9, 0, 10, 7, 4, 9, 0, 0, 1, 0, 5, 1, 0, 14, 7, 0, 9, 0, 1, 9, 0, 8, 0, 9, 0, 1, 0, 0, 8, 2, 1, 2, 10, 0, 0, 10, 0, 8, 8, 0, 0, 10, 7, 8, 0, 1, 3, 1, 1, 2, 2, 5, 1, 8, 4, 1, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 8, 1, 0, 0, 0, 1, 0, 0, 9, 0, 9, 0, 9, 2, 2, 9, 3, 2, 8, 3, 0, 0, 2, 8, 1, 5, 0, 0, 0, 1, 10, 0, 2, 0, 0, 14, 1, 2, 0, 0, 0, 0, 0]",0.37466985339325765,1.4857142857142858
